type,actor_name,message_type_or_count,value
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Backward,691
LOAD,latent-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,Decode,623
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,969
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1357
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1340
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,458
LOAD,latent-dataShard-2,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1560
LOAD,dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2102
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,6
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Backward,819
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-2,Decode,979
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,855
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1000
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,0
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1510
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,413
LOAD,latent-dataShard-4,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1141
LOAD,dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1794
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,5
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Backward,829
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,Decode,897
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,1056
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1490
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1176
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1253
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,600
LOAD,latent-dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Backward,767
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2186
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,5
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,Decode,594
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1314
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,788
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1104
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,0
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,405
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1145
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-4,Backward,744
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1792
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,2
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,Decode,589
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1399
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1142
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,937
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1172
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,392
LOAD,latent-dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Backward,756
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1734
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,8
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,Decode,592
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,Backward,961
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,0
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1398
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,981
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1184
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-3,Backward,562
LOAD,latent-dataShard-3,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,393
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1744
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,6
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,Decode,612
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,719
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1209
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,368
LOAD,latent-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1591
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1101
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,Decode,516
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1854
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,6
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Backward,772
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1165
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,798
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1061
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,Backward,897
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,524
LOAD,latent-dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Backward,832
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1617
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,4
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,Decode,666
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1269
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,713
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,Backward,947
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,0
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,325
LOAD,latent-dataShard-3,COUNT,1
LATENCY,latent-dataShard-4,Backward,576
LOAD,latent-dataShard-4,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1089
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,Decode,478
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1851
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,4
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-4,Backward,974
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,707
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1071
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1308
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,346
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1251
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,7
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,Decode,511
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Backward,852
LOAD,latent-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,747
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1366
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,546
LOAD,latent-dataShard-2,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1133
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-3,Backward,775
LOAD,latent-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1131
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1933
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,4
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,Decode,674
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1187
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1362
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,979
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1227
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,617
LOAD,latent-dataShard-4,COUNT,1
LATENCY,latent-dataShard-0,Backward,930
LOAD,latent-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1928
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,5
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,Decode,624
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,829
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1039
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,0
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1656
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,391
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1036
LOAD,dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1536
LOAD,ParameterShardActor,COUNT,1
LATENCY,latent-dataShard-2,Backward,524
LOAD,latent-dataShard-2,COUNT,1
LATENCY,dataShard-3,ParameterReceived,5
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,Decode,635
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,676
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1052
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1282
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,437
LOAD,latent-dataShard-3,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1167
LOAD,dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1747
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,2
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Backward,713
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,643
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1325
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1019
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,1
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,388
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-0,Decode,533
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-1,Backward,696
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1756
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,92
LOAD,dataShard-2,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1169
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1333
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,0
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-3,Decode,4086
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,1729
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,2025
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,5
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1252
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,436
LOAD,latent-dataShard-2,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1246
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-0,Backward,748
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,Decode,803
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,1288
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,448
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,2032
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,1
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1137
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,1
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1616
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1232
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,Decode,591
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,768
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Backward,919
LOAD,latent-dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,482
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1096
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1383
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1702
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,2
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,Decode,681
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,Backward,1104
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-2,Backward,866
LOAD,latent-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1161
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,830
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,990
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,410
LOAD,latent-dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Backward,720
LOAD,latent-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1085
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,Decode,630
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1549
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,5
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1175
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-4,Backward,781
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,599
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Backward,621
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1064
LOAD,dataShard-0,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,379
LOAD,latent-dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1255
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,5
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,Decode,657
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1014
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,0
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,726
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1256
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,388
LOAD,latent-dataShard-2,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1064
LOAD,dataShard-3,COUNT,1
LATENCY,ParameterShardActor,Gradient,1624
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-4,ParameterReceived,6
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-0,Backward,733
LOAD,latent-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-2,Decode,647
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,928
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-0,Backward,1020
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,3
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1353
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1203
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,490
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1780
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,5
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Backward,713
LOAD,latent-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-4,Decode,597
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1423
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,1158
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LATENCY,encoder-dataShard-3,Backward,1076
LOAD,encoder-dataShard-3,COUNT,1
LOAD,dataShard-3,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1281
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,598
LOAD,latent-dataShard-1,COUNT,1
LATENCY,latent-dataShard-2,Backward,789
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1850
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,8
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,Decode,669
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,884
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1337
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1210
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,0
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,428
LOAD,latent-dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Backward,663
LOAD,latent-dataShard-4,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1193
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-0,Decode,569
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,2169
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,5
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,Backward,938
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,0
LOAD,dataShard-4,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1055
LOAD,dataShard-0,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,811
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1303
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,540
LOAD,latent-dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Backward,755
LOAD,latent-dataShard-1,COUNT,1
LATENCY,ParameterShardActor,Gradient,1811
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,6
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,Decode,558
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1212
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,803
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-0,Backward,692
LOAD,latent-dataShard-0,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1020
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,dataShard-3,ComputeLossWithReply,1012
LOAD,dataShard-3,COUNT,1
LATENCY,latent-dataShard-2,Reparametize,379
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1663
LOAD,ParameterShardActor,COUNT,1
LATENCY,encoder-dataShard-0,Backward,796
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,dataShard-0,DataPointProcessed,0
LOAD,dataShard-0,COUNT,1
LATENCY,dataShard-4,ParameterReceived,4
LOAD,dataShard-4,COUNT,1
LATENCY,decoder-dataShard-2,Decode,543
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,LossResponse,1192
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,ForwardPass,819
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-2,ComputeLossWithReply,1088
LOAD,dataShard-2,COUNT,1
LATENCY,latent-dataShard-3,Backward,572
LOAD,latent-dataShard-3,COUNT,1
LATENCY,latent-dataShard-4,Reparametize,465
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1590
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-1,ParameterReceived,13
LOAD,dataShard-1,COUNT,1
LATENCY,decoder-dataShard-4,Decode,573
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-3,Backward,938
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,dataShard-3,DataPointProcessed,1
LOAD,dataShard-3,COUNT,1
LATENCY,encoder-dataShard-1,ForwardPass,764
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,decoder-dataShard-2,LossResponse,1266
LOAD,decoder-dataShard-2,COUNT,1
LATENCY,latent-dataShard-1,Reparametize,377
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-4,ComputeLossWithReply,1117
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-2,Backward,748
LOAD,latent-dataShard-2,COUNT,1
LATENCY,ParameterShardActor,Gradient,1725
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-0,ParameterReceived,2
LOAD,dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,Decode,638
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-0,ForwardPass,954
LOAD,encoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-4,LossResponse,1359
LOAD,decoder-dataShard-4,COUNT,1
LATENCY,encoder-dataShard-2,Backward,1242
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,dataShard-2,DataPointProcessed,1
LOAD,dataShard-2,COUNT,1
LATENCY,dataShard-1,ComputeLossWithReply,1112
LOAD,dataShard-1,COUNT,1
LATENCY,latent-dataShard-0,Reparametize,406
LOAD,latent-dataShard-0,COUNT,1
LATENCY,latent-dataShard-4,Backward,769
LOAD,latent-dataShard-4,COUNT,1
LATENCY,ParameterShardActor,Gradient,1825
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-3,ParameterReceived,8
LOAD,dataShard-3,COUNT,1
LATENCY,decoder-dataShard-0,Decode,817
LOAD,decoder-dataShard-0,COUNT,1
LATENCY,decoder-dataShard-1,LossResponse,1332
LOAD,decoder-dataShard-1,COUNT,1
LATENCY,encoder-dataShard-3,ForwardPass,697
LOAD,encoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-4,Backward,1134
LOAD,encoder-dataShard-4,COUNT,1
LATENCY,dataShard-4,DataPointProcessed,1
LOAD,dataShard-4,COUNT,1
LATENCY,latent-dataShard-3,Reparametize,460
LOAD,latent-dataShard-3,COUNT,1
LATENCY,latent-dataShard-1,Backward,702
LOAD,latent-dataShard-1,COUNT,1
LATENCY,dataShard-0,ComputeLossWithReply,1338
LOAD,dataShard-0,COUNT,1
LATENCY,ParameterShardActor,Gradient,1762
LOAD,ParameterShardActor,COUNT,1
LATENCY,dataShard-2,ParameterReceived,4
LOAD,dataShard-2,COUNT,1
LATENCY,decoder-dataShard-3,Decode,721
LOAD,decoder-dataShard-3,COUNT,1
LATENCY,encoder-dataShard-1,Backward,1146
LOAD,encoder-dataShard-1,COUNT,1
LATENCY,dataShard-1,DataPointProcessed,1
LOAD,dataShard-1,COUNT,1
LATENCY,encoder-dataShard-2,ForwardPass,903
LOAD,encoder-dataShard-2,COUNT,1
LATENCY,decoder-dataShard-0,LossResponse,1311
LOAD,decoder-dataShard-0,COUNT,1
